"","9512","9963","9965","9975","9979","9997","10015","10034","10044","10047","10485","10502","10517","10526","10722","10735","11323","11592","11609","12166","12182","13624","13978","14029","14040","14046","14056","14058","14783","15247","15250","15253","15285","15603","16273","16298","16309","16318","16323","16356","16441","16463","16488","16561","16586","16590","16604","16610","16758","16760","16774","16888","16895","17124","17286","17327","17922","18101","18263","18324","18706","18739","19083","19108","19601","19698","19725","19744","19773","19890","19892","19946","19948","19950","20109","20141","20659","20726","22030","22037","22062","22942","23051","23054","23162","24022","24116","24119","24123","24126","24619","25790","26757","26760","26849","26887","26937","26969","27044","27119","27126","27176","27181","27223","27232","27244","27277","27284","27294","27300","27344","27369","27377","27378","27387","27391","27431","27432","27546","27931","28487","28496","33556","33602","33606","33666","33667","33691","33710","33767","33908","33912","33983","33984","34002","34011","34025","34090","34094","34113","34157","34204","34467","34502","34509","34535","34553","34610","34620","35073","35085","35088","35092","35098","35351","35540","35666","35728","36712","36719","36741","37329","37471","37477","39274","39279","39284","39290","39295","39338","39469","40970","41132","41141","41725","42877","42894","43392","43550","43600","44011","44170","44248","44332","44355","44371","45149","45153","45164","45165","45190","45201","45224","48793","48822","48841","49200","49291","49296","49333","49341","49586"
"93922",0,0,0,0,0,0,68.97,0,0,0,0,0,0,0,0,0,0,0,0,0,65.28,0,0,152.85,0,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.04,0,0,0,0,0,0,0,0,0,0,0,90.97,0,0,280.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.7,0,0,0,257.94,0,0,0,0,0,0,0,32.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.53,0,0,0,0,0,0,0,0,196.8,0,0,0,0,0,0,0,0,0,0,0,0,49.65,0,0,0,0,142.25,500.29,295.03,0,0,0,29.4,0,0,0,0,0,0,0,0,0,49.03,0,0,0,0,0,0,0,0,225.7,0,22.22,45.83,0,0,0,0,0,0,0,0,0,208.17,135.77,0,0,0,0,0,0,0
"87209",0,0,0,0,0,0,0,0,0,43.87,0,43.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.73,0,0,0,56.35,181.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1,0,0,0,0,0,0,0
"29633",0,0,0,0,0,0,0,57.20999908,0,0,0,0,0,0,0,266.230011,0,0,0,0,0,0,386.4899902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790.4899902,0,0,0,0,0,0,1550.410034,0,0,0,0,0,0,0,0,247.7599945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672.789978,0,0,0,0,0,0,299.6300049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098.969971,1598.579956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.59999847,0,0,0,0,0,0,0,0,0,560.7000122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40225",0,226.3999939,0,19.64999962,0,0,0,0,0,0,0,0,115.5699997,569.3599854,0,0,0,0,0,71.56999969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853.2299805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.8999939,0,0,0,0,0,0,0,0,0,0,239.8699951,0,0,0,0,0,32373.19922,0,0,0,0,779.9199829,0,0,0,0,0,0,0,0,0,0,0,0,192.1600037,0,0,0,0,297.6000061,0,914.1799927,0,0,0,0,0,0,0,0,0,0,0,0,237.2299957,247.7100067,0,158.7100067,0,0,0,158.5299988,0,0,0,0,0,0,0,0,0,0,0,235.5099945,0,0,0,0,0,0,0,0,700.0700073,0,0,0,0,0,0,0,0,0,0,0,67.33000183,81.54000092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126342",0,0,0,0,0,20.43,0,0,109.93,0,0,0,0,0,0,0,0,0,0,76.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453.13,47.05,0,0,0,0,0,0,0,504.79,0,0,0,0,0,0,67.42,0,0,0,0,0,0,0,0,0,0,0,0,0,27.43,0,0,0,0,0,0,0,0,180.91,0,0,0,0,0,0,0,0,0,312.55,0,0,0,0,0,0,232.16,0,0,0,0,0,0,139.95,0,0,0,0,0,0,0,0,365.37,0,0,0,0,0,0,0,0,28.31,0,0,631.13,0,0,0,0,0,0,0,0,109.01,0,0,0,0,0,99.1,0,0,0,0,0,0,0,0,371.93,0,0,0,0,0,419.04,0,0,0,0,0,0,0,637.97,0,0,0,58.09,138.14,0,0,0,0,0,0,0,124.86,0,0,0,53.5,0,0,0,0,0,0
"42832",52.31999969,137.7599945,70.25,0,453.230011,92.19999695,0,352.5499878,496.7099915,0,0,0,0,0,0,0,0,127.8600006,0,0,0,0,105.5400009,0,0,0,0,156.5200043,309.7799988,0,9.619999886,0,466.5700073,163.8999939,0,0,0,0,0,0,0,0,0,0,0,0,106.0299988,0,0,0,830.9099731,20.47999954,0,0,228.5099945,59.56999969,0,0,393.9899902,0,0,53.13000107,0,206.8099976,438.6799927,0,0,235.9900055,331.8699951,15.97999954,209.8000031,192.9799957,0,558.0999756,82.91000366,184.2799988,0,0,0,0,0,0,298.2999878,0,0,0,0,0,0,0,21.95000076,211.4199982,0,172.6300049,0,0,0,0,0,0,0,0,0,0,261.8900146,51.25,0,0,0,0,53.13999939,155.7200012,0,0,44.09999847,0,0,0,116.1100006,48.02000046,0,93.27999878,0,49.18999863,132.6699982,0,0,0,45.22999954,0,0,0,0,0,0,0,0,28.68000031,0,0,0,38.16999817,0,0,49.33000183,0,258.4100037,0,0,0,27.15999985,0,0,0,145.5099945,0,0,122.1500015,0,147.3399963,0,371.1700134,0,0,42,0,0,0,21.77000046,0,0,0,413.6099854,96.52999878,0,0,0,0,0,0,88.91999817,650.2199707,51.86000061,0,0,0,0,0,0,0,0,0,0,13.5,139.3500061,64.59999847,0,71.61000061,0,0,0,0
"127351",0,0,2875.58,1744.94,139.57,1180.71,2354.52,1338.78,808.39,679.89,1446.95,3045.24,1554.16,2151.5,0,2384.2,0,721.52,2262.29,1873.32,864.49,1292.44,3326.89,0,435.2,613.43,569.57,1094.17,1122.77,0,299.93,0,0,625.92,0,206.3,82.35,0,1120.64,406.13,928.19,933.3,1535.49,0,586.97,0,0,410.92,954.28,0,938.75,0,0,439.11,0,198.75,1114.83,1413.94,1568.26,518.52,2222.5,2573.85,0,1707.1,2688.8,1341.55,0,2187.26,2380.01,1091.53,1390.3,2527.75,1231.14,1797.18,1332.36,1217.58,0,341.28,1308.65,945.05,0,1563.34,1161.97,1058.73,874.7,0,730.09,409.4,0,0,1605.35,0,878.03,564.6,33.35,31.83,1689.96,94.79,720.38,0,0,911.29,1365.47,2726.18,1995.13,1358.53,0,0,672.56,1912.13,2749.49,1405.02,3172.85,2104.71,2094.33,1405.69,2796.8,1790.87,1039.2,1357.81,443.72,710.08,458.95,382.17,511.12,522.3,698.01,816.7,819.39,408.41,430.78,1307.2,223.92,2431.04,0,1254.04,0,2460.51,2288.14,0,0,200.64,0,332.53,863.77,150.18,863.34,0,742.34,8752.27,1816.03,1646.42,2327.51,929.81,952.78,2139.72,1465.98,365.6,485.9,887.39,208.28,1843.26,1107.93,0,249.81,0,126.06,0,46.3,147.11,222.35,811.61,0,534.43,0,681.33,0,0,1094.97,643.27,293.66,200.12,782.2,1129.42,592.63,520.75,657.33,1144.08,956.3,0,494.43,0,672.05,147.81,0,336.03,0,0,372.53,0,0,99.45
"145367",0,502.09,130.1,0,0,988.18,0,0,129.2,0,0,68.16,0,0,0,0,0,0,0,0,0,16.21,0,0,202.68,0,126.18,0,0,0,0,0,0,372.02,0,0,0,0,0,0,0,202.27,343.14,0,0,0,0,0,0,35,0,0,0,0,0,1356.18,301.73,0,0,0,0,0,0,0,0,0,0,0,0,0,22.74,0,0,0,20.62,58.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.08,0,0,0,0,0,0,149.82,0,0,0,61.63,86.44,58.53,0,0,0,0,0,71.82,0,0,0,37.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.66,186.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.73,0,0,0,0,0,0,0,0,0,0,111.82,152.08,0,15.64,23.3,0,253.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155675",0,0,0,0,0,0,0,119.59,0,0,202.13,0,0,0,0,0,0,0,0,0,0,0,0,0,456.03,0,0,0,0,6680.03,0,630.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.36,0,0,0,0,0,0,0,0,0,0,0,0,0,229.51,0,0,0,0,0,0,0,31.57,0,0,0,0,0,0,0,0,0,0,0,0,0,217.48,0,0,0,0,179.58,0,0,0,0,0,313.56,0,0,0,0,0,0,0,0,257.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.84,0,0,0,0,0,0,0,0,0,331.8,326.22,76.41,0,0,0,0,0,0,0,0,0,0,286.35,0,0,0,0,715.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.36,107.63,0,0,0,0,0,0,0,0,102.53,0,0,0,0,0,0,0,0
